epoch,accuracy,loss,val_accuracy,val_loss
45,0.9940922260284424,0.01775616593658924,0.9831365942955017,0.1099165678024292
46,0.9939867258071899,0.01659708097577095,0.9890387654304504,0.09096181392669678
47,0.989555835723877,0.03328193351626396,0.9873524308204651,0.04632429778575897
48,0.9933537244796753,0.023996828123927116,0.9865092635154724,0.04746502265334129
49,0.9950416684150696,0.017917325720191002,0.9907251000404358,0.05256931483745575
50,0.985652506351471,0.045832082629203796,0.9856660962104797,0.0698290765285492
51,0.9947251677513123,0.018321270123124123,0.9856660962104797,0.05978460982441902
52,0.9950416684150696,0.014396985061466694,0.982293426990509,0.07759134471416473
53,0.9971516132354736,0.011108326725661755,0.9848229289054871,0.05809594690799713
54,0.9934592247009277,0.022923236712813377,0.9907251000404358,0.029746225103735924
55,0.9932482242584229,0.022649195045232773,0.9721753597259521,0.10714973509311676
56,0.9905053377151489,0.030731622129678726,0.9915682673454285,0.04264536127448082
57,0.9936702251434326,0.02127383090555668,0.9873524308204651,0.06945981085300446
58,0.9936702251434326,0.021037643775343895,0.9839797616004944,0.06514597684144974
59,0.9959911108016968,0.01440174225717783,0.9898819327354431,0.06402469426393509
60,0.9936702251434326,0.023095913231372833,0.9890387654304504,0.07247687876224518
61,0.9946196675300598,0.017160702496767044,0.9839797616004944,0.07688412070274353
62,0.9938812255859375,0.021923040971159935,0.982293426990509,0.08585391193628311
63,0.9953581690788269,0.01697675511240959,0.982293426990509,0.08629167824983597
64,0.9956746697425842,0.012965364381670952,0.9856660962104797,0.11815939098596573
65,0.9938812255859375,0.019186509773135185,0.982293426990509,0.19535039365291595
66,0.9953581690788269,0.014738772064447403,0.9831365942955017,0.1600884646177292
67,0.9907163381576538,0.034386154264211655,0.9873524308204651,0.07064176350831985
68,0.9967296123504639,0.009726080112159252,0.9856660962104797,0.0863569974899292
69,0.9901888370513916,0.031295012682676315,0.9865092635154724,0.06192723661661148
70,0.9957801699638367,0.013126824051141739,0.982293426990509,0.11180226504802704
71,0.9934592247009277,0.02427041530609131,0.9907251000404358,0.07481920719146729
72,0.9952526688575745,0.017801368609070778,0.994940996170044,0.0442173108458519
73,0.9890283942222595,0.0330585241317749,0.9873524308204651,0.06464055925607681
74,0.9968351125717163,0.009014925919473171,0.9881955981254578,0.09205403178930283
75,0.9922987818717957,0.026237020269036293,0.9856660962104797,0.08940159529447556
76,0.9968351125717163,0.010321772657334805,0.9898819327354431,0.0594048798084259
77,0.9979955554008484,0.005353463813662529,0.9898819327354431,0.07268927246332169
78,0.9922987818717957,0.030094189569354057,0.9814502596855164,0.12488352507352829
79,0.9963076114654541,0.012884982861578465,0.9831365942955017,0.09769909828901291
80,0.9919822812080383,0.026511818170547485,0.982293426990509,0.11300942301750183
81,0.9953581690788269,0.01644732616841793,0.979763925075531,0.14032752811908722
82,0.9937757253646851,0.023272642865777016,0.982293426990509,0.1157444640994072
83,0.995147168636322,0.0193533506244421,0.982293426990509,0.1236223354935646
84,0.9955691695213318,0.014808154664933681,0.9730185270309448,0.15179571509361267
85,0.9966241121292114,0.012144004926085472,0.9873524308204651,0.08657919615507126
86,0.9938812255859375,0.022089777514338493,0.9814502596855164,0.11643674224615097
87,0.996518611907959,0.011199938133358955,0.982293426990509,0.16124862432479858
88,0.9911382794380188,0.0312981940805912,0.9856660962104797,0.056877341121435165
89,0.9979955554008484,0.00533581105992198,0.9873524308204651,0.06536752730607986
90,0.9967296123504639,0.010954218916594982,0.9839797616004944,0.12587270140647888
91,0.9937757253646851,0.022926317527890205,0.9713321924209595,0.1827959269285202
92,0.9946196675300598,0.017804235219955444,0.9848229289054871,0.0970679521560669
93,0.9992614984512329,0.002360666636377573,0.9924114942550659,0.04557264968752861
94,0.9960966110229492,0.01224925834685564,0.9831365942955017,0.12613451480865479
95,0.9921932816505432,0.03917776420712471,0.9789207577705383,0.13478977978229523
96,0.9910328388214111,0.03176145628094673,0.9839797616004944,0.08216158300638199
97,0.9937757253646851,0.019066672772169113,0.9907251000404358,0.05451732501387596
98,0.9939867258071899,0.023226190358400345,0.9704890251159668,0.1702090948820114
99,0.9975735545158386,0.007832970470190048,0.9940978288650513,0.043327562510967255
